0, 0.947166, 0.993012
1, 0.685329, 0.752636
2, 0.596463, 0.677636
3, 0.543276, 0.635759
4, 0.504774, 0.606390
5, 0.474048, 0.583459
6, 0.448046, 0.564521
7, 0.425304, 0.548322
8, 0.405048, 0.534115
9, 0.386797, 0.521434
10, 0.370197, 0.509966
11, 0.354963, 0.499485
12, 0.340870, 0.489823
13, 0.327741, 0.480865
14, 0.315439, 0.472531
15, 0.303856, 0.464772
16, 0.292909, 0.457551
17, 0.282529, 0.450842
18, 0.272663, 0.444623
19, 0.263268, 0.438875
20, 0.254313, 0.433577
21, 0.245773, 0.428707
22, 0.237631, 0.424243
23, 0.229869, 0.420161
24, 0.222475, 0.416436
25, 0.215435, 0.413048
26, 0.208733, 0.409981
27, 0.202353, 0.407222
28, 0.196279, 0.404766
29, 0.190496, 0.402604
30, 0.184986, 0.400725
31, 0.179734, 0.399116
32, 0.174723, 0.397761
33, 0.169939, 0.396644
34, 0.165368, 0.395748
35, 0.160997, 0.395059
36, 0.156815, 0.394563
37, 0.152810, 0.394245
38, 0.148972, 0.394093
39, 0.145293, 0.394092
40, 0.141762, 0.394232
41, 0.138372, 0.394499
42, 0.135116, 0.394884
43, 0.131985, 0.395374
44, 0.128975, 0.395961
45, 0.126079, 0.396634
46, 0.123292, 0.397385
47, 0.120609, 0.398206
48, 0.118025, 0.399090
49, 0.115535, 0.400034
50, 0.113134, 0.401031
51, 0.110817, 0.402077
52, 0.108581, 0.403171
53, 0.106421, 0.404307
54, 0.104334, 0.405484
55, 0.102316, 0.406698
56, 0.100364, 0.407947
57, 0.098475, 0.409228
58, 0.096647, 0.410537
59, 0.094877, 0.411872
60, 0.093163, 0.413228
61, 0.091504, 0.414604
62, 0.089898, 0.415996
63, 0.088342, 0.417403
64, 0.086836, 0.418823
65, 0.085377, 0.420255
66, 0.083964, 0.421699
67, 0.082594, 0.423155
68, 0.081267, 0.424623
69, 0.079979, 0.426103
70, 0.078730, 0.427592
71, 0.077519, 0.429092
72, 0.076344, 0.430602
73, 0.075203, 0.432120
74, 0.074096, 0.433647
75, 0.073021, 0.435181
76, 0.071977, 0.436722
77, 0.070963, 0.438270
78, 0.069979, 0.439822
79, 0.069022, 0.441380
80, 0.068093, 0.442941
81, 0.067189, 0.444506
82, 0.066312, 0.446073
83, 0.065459, 0.447642
84, 0.064629, 0.449212
85, 0.063823, 0.450782
86, 0.063039, 0.452351
87, 0.062276, 0.453919
88, 0.061535, 0.455484
89, 0.060813, 0.457047
90, 0.060111, 0.458607
91, 0.059428, 0.460162
92, 0.058764, 0.461713
93, 0.058117, 0.463259
94, 0.057487, 0.464799
95, 0.056874, 0.466333
96, 0.056277, 0.467860
97, 0.055696, 0.469380
98, 0.055129, 0.470893
99, 0.054578, 0.472399
