0, 0.455857, 0.554779
1, 0.346203, 0.473408
2, 0.276571, 0.427326
3, 0.229625, 0.407305
4, 0.197099, 0.404224
5, 0.175340, 0.415245
6, 0.156753, 0.424856
7, 0.143185, 0.438935
8, 0.131563, 0.453768
9, 0.117249, 0.464201
10, 0.103387, 0.474180
11, 0.093191, 0.484662
12, 0.085152, 0.495781
13, 0.077757, 0.505566
14, 0.071931, 0.516828
15, 0.067303, 0.528345
16, 0.063042, 0.538253
17, 0.059108, 0.546861
18, 0.055523, 0.554427
19, 0.052460, 0.561693
20, 0.049949, 0.568747
21, 0.047842, 0.575804
22, 0.046031, 0.582845
23, 0.044451, 0.589779
24, 0.043080, 0.596565
25, 0.041897, 0.603302
26, 0.040861, 0.609993
27, 0.039921, 0.616523
28, 0.039048, 0.622716
29, 0.038247, 0.628422
30, 0.037522, 0.633723
31, 0.036853, 0.638776
32, 0.036218, 0.643652
33, 0.035613, 0.648368
34, 0.035040, 0.652932
35, 0.034505, 0.657375
36, 0.034014, 0.661741
37, 0.033570, 0.666057
38, 0.033166, 0.670333
39, 0.032794, 0.674581
40, 0.032451, 0.678818
41, 0.032136, 0.683055
42, 0.031854, 0.687299
43, 0.031609, 0.691550
44, 0.031402, 0.695804
45, 0.031229, 0.700063
46, 0.031085, 0.704339
47, 0.030957, 0.708636
48, 0.030836, 0.712922
49, 0.030702, 0.717123
50, 0.030539, 0.721154
51, 0.030333, 0.724971
52, 0.030089, 0.728582
53, 0.029819, 0.732021
54, 0.029540, 0.735333
55, 0.029276, 0.738582
56, 0.029044, 0.741840
57, 0.028851, 0.745149
58, 0.028687, 0.748496
59, 0.028545, 0.751848
60, 0.028428, 0.755191
61, 0.028335, 0.758523
62, 0.028267, 0.761844
63, 0.028219, 0.765155
64, 0.028190, 0.768458
65, 0.028175, 0.771752
66, 0.028172, 0.775035
67, 0.028179, 0.778305
68, 0.028192, 0.781554
69, 0.028207, 0.784769
70, 0.028217, 0.787933
71, 0.028214, 0.791017
72, 0.028185, 0.793984
73, 0.028118, 0.796790
74, 0.028003, 0.799398
75, 0.027844, 0.801802
76, 0.027665, 0.804053
77, 0.027494, 0.806234
78, 0.027344, 0.808401
79, 0.027214, 0.810570
80, 0.027099, 0.812739
81, 0.026994, 0.814900
82, 0.026893, 0.817050
83, 0.026796, 0.819183
84, 0.026699, 0.821299
85, 0.026603, 0.823394
86, 0.026506, 0.825469
87, 0.026409, 0.827522
88, 0.026312, 0.829552
89, 0.026213, 0.831560
90, 0.026115, 0.833544
91, 0.026017, 0.835503
92, 0.025919, 0.837438
93, 0.025821, 0.839346
94, 0.025725, 0.841229
95, 0.025629, 0.843086
96, 0.025534, 0.844916
97, 0.025441, 0.846719
98, 0.025348, 0.848496
99, 0.025256, 0.850245
